"","node","ethcat","agecat","treat","Trade_sex","Group_sex","degree","age.gp1","age.gp2","age.gp3","age.gp4","black","white","other","Tr","NoTr","Trade","NoTrade","Group","NoGroup"
"2452",2452,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,0,1,0,1,0,1,0,1
"2453",2453,"white","age.gp4","NoTr","NoTrade","NoGroup",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2454",2454,"white","age.gp4","NoTr","NoTrade","NoGroup",3,0,0,2,1,0,3,0,1,2,1,2,3,0
"2455",2455,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,0,1,0,1,0,1
"2456",2456,"white","age.gp4","NoTr","NoTrade","NoGroup",3,0,0,0,3,2,1,0,0,3,0,3,2,1
"2457",2457,"white","age.gp4","NoTr","NoTrade","NoGroup",2,0,0,1,1,0,2,0,0,2,0,2,1,1
"2458",2458,"black","age.gp1","NoTr","NoTrade","NoGroup",4,4,0,0,0,2,2,0,2,2,0,4,0,4
"2459",2459,"black","age.gp1","NoTr","NoTrade","NoGroup",10,7,2,0,1,6,4,0,3,7,1,9,3,7
"2460",2460,"black","age.gp1","NoTr","NoTrade","NoGroup",7,4,2,1,0,3,4,0,3,4,3,4,2,5
"2461",2461,"black","age.gp1","NoTr","NoTrade","NoGroup",12,5,2,1,4,5,7,0,1,11,1,11,7,5
"2462",2462,"black","age.gp1","NoTr","NoTrade","NoGroup",9,5,3,1,0,4,2,3,3,6,1,8,4,5
"2463",2463,"white","age.gp1","Tr","NoTrade","NoGroup",11,4,4,1,2,2,7,2,3,8,1,10,3,8
"2464",2464,"white","age.gp1","Tr","NoTrade","NoGroup",9,4,2,2,1,0,6,3,2,7,1,8,8,1
"2465",2465,"white","age.gp1","Tr","NoTrade","NoGroup",10,8,0,1,1,0,6,4,4,6,1,9,3,7
"2466",2466,"white","age.gp1","Tr","NoTrade","NoGroup",16,8,4,2,2,2,12,2,6,10,2,14,9,7
"2467",2467,"white","age.gp1","Tr","NoTrade","NoGroup",11,6,1,1,3,0,8,3,3,8,1,10,6,5
"2468",2468,"white","age.gp1","NoTr","NoTrade","NoGroup",13,7,4,1,1,3,9,1,5,8,0,13,7,6
"2469",2469,"white","age.gp1","NoTr","NoTrade","NoGroup",17,9,5,0,3,1,14,2,8,9,0,17,9,8
"2470",2470,"white","age.gp1","NoTr","NoTrade","NoGroup",8,3,1,2,2,0,7,1,4,4,0,8,4,4
"2471",2471,"white","age.gp1","NoTr","NoTrade","NoGroup",6,6,0,0,0,0,4,2,2,4,0,6,2,4
"2472",2472,"white","age.gp1","NoTr","NoTrade","NoGroup",10,5,2,2,1,0,7,3,6,4,1,9,2,8
"2473",2473,"white","age.gp2","Tr","NoTrade","Group",18,2,6,5,5,2,14,2,9,9,2,16,10,8
"2474",2474,"white","age.gp2","Tr","NoTrade","Group",27,3,10,6,8,1,22,4,8,19,0,27,17,10
"2475",2475,"white","age.gp2","Tr","NoTrade","Group",26,1,9,7,9,2,22,2,10,16,1,25,16,10
"2476",2476,"white","age.gp2","Tr","NoTrade","Group",20,1,10,6,3,1,17,2,8,12,0,20,15,5
"2477",2477,"white","age.gp2","Tr","NoTrade","Group",22,3,9,6,4,3,15,4,10,12,1,21,17,5
"2478",2478,"other","age.gp1","NoTr","NoTrade","NoGroup",3,1,2,0,0,0,3,0,2,1,0,3,1,2
"2479",2479,"other","age.gp1","NoTr","NoTrade","NoGroup",5,3,0,0,2,0,5,0,2,3,1,4,2,3
"2480",2480,"other","age.gp1","NoTr","NoTrade","NoGroup",9,3,2,2,2,2,7,0,2,7,1,8,3,6
"2481",2481,"other","age.gp1","NoTr","NoTrade","NoGroup",5,2,2,0,1,0,5,0,4,1,1,4,3,2
"2482",2482,"other","age.gp1","NoTr","NoTrade","NoGroup",12,3,5,2,2,0,12,0,7,5,0,12,8,4
"2483",2483,"other","age.gp1","NoTr","NoTrade","NoGroup",7,4,1,2,0,1,6,0,0,7,1,6,2,5
"2484",2484,"other","age.gp1","NoTr","NoTrade","NoGroup",4,2,0,1,1,1,3,0,0,4,0,4,2,2
"2485",2485,"other","age.gp1","NoTr","NoTrade","NoGroup",3,2,0,1,0,0,2,1,1,2,1,2,3,0
"2486",2486,"other","age.gp1","NoTr","NoTrade","NoGroup",4,1,0,2,1,2,2,0,1,3,0,4,1,3
"2487",2487,"other","age.gp1","NoTr","NoTrade","NoGroup",4,2,0,1,1,1,3,0,1,3,0,4,1,3
"2488",2488,"other","age.gp1","NoTr","NoTrade","NoGroup",3,0,0,2,1,0,3,0,1,2,0,3,1,2
"2489",2489,"other","age.gp1","NoTr","NoTrade","NoGroup",1,1,0,0,0,0,1,0,0,1,0,1,0,1
"2490",2490,"other","age.gp1","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0
"2491",2491,"other","age.gp1","NoTr","NoTrade","NoGroup",7,3,2,1,1,1,6,0,1,6,0,7,1,6
"2492",2492,"other","age.gp1","NoTr","NoTrade","NoGroup",2,1,0,1,0,0,2,0,0,2,1,1,1,1
"2493",2493,"other","age.gp1","NoTr","NoTrade","NoGroup",5,5,0,0,0,0,5,0,1,4,0,5,2,3
"2494",2494,"other","age.gp1","NoTr","NoTrade","NoGroup",6,1,3,2,0,0,6,0,3,3,0,6,6,0
"2495",2495,"other","age.gp1","NoTr","NoTrade","NoGroup",5,1,0,3,1,0,5,0,1,4,1,4,3,2
"2496",2496,"other","age.gp1","NoTr","NoTrade","NoGroup",3,1,0,2,0,1,2,0,1,2,1,2,2,1
"2497",2497,"other","age.gp1","NoTr","NoTrade","NoGroup",2,1,0,1,0,0,2,0,1,1,1,1,1,1
"2498",2498,"other","age.gp1","NoTr","NoTrade","NoGroup",4,2,1,1,0,0,4,0,1,3,0,4,3,1
"2499",2499,"other","age.gp1","NoTr","NoTrade","NoGroup",2,0,0,2,0,0,2,0,0,2,0,2,1,1
"2500",2500,"other","age.gp1","NoTr","NoTrade","NoGroup",2,1,0,1,0,0,2,0,0,2,1,1,1,1
"2501",2501,"other","age.gp1","NoTr","NoTrade","NoGroup",4,3,0,0,1,1,2,1,0,4,0,4,2,2
"2502",2502,"other","age.gp1","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0
"2503",2503,"other","age.gp1","NoTr","NoTrade","NoGroup",6,1,0,3,2,0,6,0,3,3,0,6,5,1
"2504",2504,"other","age.gp1","NoTr","NoTrade","NoGroup",5,1,2,2,0,0,5,0,2,3,0,5,2,3
"2505",2505,"other","age.gp1","NoTr","NoTrade","NoGroup",4,4,0,0,0,0,4,0,0,4,0,4,0,4
"2506",2506,"black","age.gp2","NoTr","NoTrade","NoGroup",8,2,1,2,3,1,7,0,1,7,0,8,4,4
"2507",2507,"black","age.gp2","NoTr","NoTrade","NoGroup",4,0,0,1,3,2,1,1,0,4,0,4,1,3
"2508",2508,"black","age.gp2","NoTr","NoTrade","NoGroup",7,2,3,1,1,4,2,1,3,4,0,7,5,2
"2509",2509,"black","age.gp2","NoTr","NoTrade","NoGroup",12,2,5,3,2,7,5,0,5,7,3,9,7,5
"2510",2510,"black","age.gp2","NoTr","NoTrade","NoGroup",9,0,5,4,0,6,3,0,0,9,0,9,4,5
"2511",2511,"white","age.gp1","NoTr","NoTrade","NoGroup",8,6,1,0,1,2,6,0,3,5,1,7,3,5
"2512",2512,"white","age.gp1","NoTr","NoTrade","NoGroup",21,12,6,3,0,0,17,4,12,9,4,17,12,9
"2513",2513,"white","age.gp1","NoTr","NoTrade","NoGroup",16,9,2,1,4,1,13,2,3,13,3,13,8,8
"2514",2514,"white","age.gp1","NoTr","NoTrade","NoGroup",13,8,2,1,2,0,7,6,4,9,2,11,5,8
"2515",2515,"white","age.gp1","NoTr","NoTrade","NoGroup",15,7,2,4,2,1,13,1,7,8,2,13,9,6
"2516",2516,"black","age.gp2","NoTr","NoTrade","Group",18,1,7,6,4,9,7,2,5,13,2,16,11,7
"2517",2517,"black","age.gp2","NoTr","NoTrade","Group",20,1,14,0,5,8,11,1,8,12,2,18,16,4
"2518",2518,"black","age.gp2","NoTr","NoTrade","Group",18,3,5,3,7,7,11,0,5,13,2,16,10,8
"2519",2519,"black","age.gp2","NoTr","NoTrade","Group",11,1,4,2,4,5,5,1,5,6,1,10,6,5
"2520",2520,"black","age.gp2","NoTr","NoTrade","Group",15,1,7,5,2,8,7,0,8,7,3,12,7,8
"2521",2521,"white","age.gp2","Tr","NoTrade","Group",35,6,16,9,4,0,31,4,13,22,3,32,27,8
"2522",2522,"white","age.gp2","Tr","NoTrade","Group",23,3,12,3,5,3,16,4,11,12,1,22,15,8
"2523",2523,"white","age.gp2","Tr","NoTrade","Group",17,1,6,7,3,1,15,1,6,11,1,16,9,8
"2524",2524,"white","age.gp2","Tr","NoTrade","Group",28,3,12,7,6,3,22,3,8,20,2,26,20,8
"2525",2525,"white","age.gp2","Tr","NoTrade","Group",23,2,14,3,4,1,19,3,8,15,1,22,18,5
"2526",2526,"white","age.gp2","NoTr","NoTrade","Group",15,1,7,4,3,2,12,1,1,14,1,14,10,5
"2527",2527,"white","age.gp2","NoTr","NoTrade","Group",18,2,8,3,5,0,17,1,10,8,1,17,10,8
"2528",2528,"white","age.gp2","NoTr","NoTrade","Group",27,2,12,9,4,1,23,3,13,14,2,25,19,8
"2529",2529,"white","age.gp2","NoTr","NoTrade","Group",26,1,8,12,5,4,20,2,6,20,2,24,17,9
"2530",2530,"white","age.gp2","NoTr","NoTrade","Group",22,2,12,6,2,3,18,1,9,13,3,19,16,6
"2531",2531,"other","age.gp1","NoTr","NoTrade","NoGroup",4,0,1,0,3,0,4,0,2,2,0,4,4,0
"2532",2532,"other","age.gp1","NoTr","NoTrade","NoGroup",3,1,1,1,0,0,3,0,1,2,0,3,2,1
"2533",2533,"other","age.gp1","NoTr","NoTrade","NoGroup",3,1,1,1,0,1,2,0,1,2,0,3,2,1
"2534",2534,"other","age.gp1","NoTr","NoTrade","NoGroup",4,3,1,0,0,1,3,0,2,2,2,2,4,0
"2535",2535,"other","age.gp1","NoTr","NoTrade","NoGroup",4,1,0,1,2,1,3,0,0,4,1,3,2,2
"2536",2536,"other","age.gp1","NoTr","NoTrade","NoGroup",2,0,0,1,1,1,1,0,1,1,0,2,1,1
"2537",2537,"other","age.gp1","NoTr","NoTrade","NoGroup",6,4,1,1,0,0,6,0,3,3,0,6,2,4
"2538",2538,"other","age.gp1","NoTr","NoTrade","NoGroup",4,3,1,0,0,0,4,0,2,2,0,4,4,0
"2539",2539,"other","age.gp1","NoTr","NoTrade","NoGroup",7,5,0,1,1,2,5,0,1,6,3,4,4,3
"2540",2540,"other","age.gp1","NoTr","NoTrade","NoGroup",8,3,2,1,2,0,8,0,2,6,1,7,2,6
"2541",2541,"other","age.gp1","NoTr","NoTrade","NoGroup",3,2,0,1,0,1,2,0,1,2,0,3,0,3
"2542",2542,"other","age.gp1","NoTr","NoTrade","NoGroup",3,1,2,0,0,0,3,0,2,1,0,3,2,1
"2543",2543,"other","age.gp1","NoTr","NoTrade","NoGroup",3,2,0,1,0,0,3,0,0,3,1,2,2,1
"2544",2544,"other","age.gp1","NoTr","NoTrade","NoGroup",2,0,2,0,0,0,2,0,1,1,1,1,1,1
"2545",2545,"other","age.gp1","NoTr","NoTrade","NoGroup",3,1,1,1,0,0,3,0,0,3,0,3,1,2
"2546",2546,"other","age.gp1","NoTr","NoTrade","NoGroup",3,2,0,1,0,0,3,0,1,2,0,3,1,2
"2547",2547,"other","age.gp1","NoTr","NoTrade","NoGroup",2,1,0,0,1,1,1,0,1,1,0,2,1,1
"2548",2548,"other","age.gp1","NoTr","NoTrade","NoGroup",5,2,1,1,1,0,5,0,2,3,0,5,4,1
"2549",2549,"other","age.gp1","NoTr","NoTrade","NoGroup",5,2,0,2,1,0,5,0,0,5,0,5,1,4
"2550",2550,"other","age.gp1","NoTr","NoTrade","NoGroup",4,2,2,0,0,0,4,0,2,2,0,4,3,1
"2551",2551,"other","age.gp1","NoTr","NoTrade","NoGroup",6,1,1,1,3,1,5,0,0,6,0,6,4,2
"2552",2552,"other","age.gp1","NoTr","NoTrade","NoGroup",5,2,1,1,1,1,4,0,2,3,1,4,3,2
"2553",2553,"other","age.gp1","NoTr","NoTrade","NoGroup",4,0,1,1,2,0,4,0,2,2,0,4,3,1
"2554",2554,"other","age.gp1","NoTr","NoTrade","NoGroup",5,1,2,1,1,1,4,0,2,3,0,5,2,3
"2555",2555,"other","age.gp1","NoTr","NoTrade","NoGroup",5,2,2,0,1,0,5,0,1,4,0,5,2,3
"2556",2556,"other","age.gp1","NoTr","NoTrade","NoGroup",2,0,2,0,0,0,2,0,2,0,0,2,1,1
"2557",2557,"other","age.gp1","NoTr","NoTrade","NoGroup",6,3,2,1,0,0,5,1,1,5,2,4,3,3
"2558",2558,"other","age.gp1","NoTr","NoTrade","NoGroup",2,1,1,0,0,0,2,0,1,1,0,2,1,1
"2559",2559,"white","age.gp4","NoTr","NoTrade","Group",5,0,2,2,1,1,3,1,2,3,0,5,2,3
"2560",2560,"white","age.gp4","NoTr","NoTrade","Group",10,0,6,1,3,1,9,0,6,4,2,8,8,2
"2561",2561,"white","age.gp4","NoTr","NoTrade","Group",17,1,2,2,12,2,14,1,7,10,2,15,13,4
"2562",2562,"white","age.gp4","NoTr","NoTrade","Group",11,1,1,2,7,3,7,1,2,9,1,10,6,5
"2563",2563,"white","age.gp4","NoTr","NoTrade","Group",8,0,4,2,2,1,7,0,3,5,1,7,6,2
"2564",2564,"white","age.gp4","NoTr","NoTrade","Group",12,0,5,2,5,2,9,1,4,8,3,9,5,7
"2565",2565,"white","age.gp4","NoTr","NoTrade","Group",6,0,1,3,2,1,5,0,2,4,0,6,2,4
"2566",2566,"white","age.gp4","NoTr","NoTrade","Group",9,1,3,1,4,3,6,0,2,7,0,9,5,4
"2567",2567,"white","age.gp4","NoTr","NoTrade","Group",8,1,2,0,5,0,7,1,3,5,1,7,7,1
"2568",2568,"white","age.gp4","NoTr","NoTrade","Group",10,0,0,1,9,0,10,0,5,5,0,10,8,2
"2569",2569,"white","age.gp4","NoTr","NoTrade","Group",6,0,2,2,2,0,6,0,3,3,0,6,5,1
"2570",2570,"white","age.gp4","NoTr","NoTrade","Group",12,0,1,5,6,0,12,0,3,9,1,11,9,3
"2571",2571,"white","age.gp4","NoTr","NoTrade","Group",11,0,2,3,6,1,9,1,6,5,0,11,9,2
"2572",2572,"white","age.gp4","NoTr","NoTrade","Group",13,2,4,0,7,1,12,0,6,7,2,11,9,4
"2573",2573,"white","age.gp4","NoTr","NoTrade","Group",5,0,1,2,2,1,4,0,2,3,0,5,3,2
"2574",2574,"white","age.gp4","NoTr","NoTrade","Group",16,0,2,5,9,2,14,0,6,10,3,13,12,4
"2575",2575,"white","age.gp4","NoTr","NoTrade","Group",7,0,1,2,4,0,7,0,2,5,0,7,3,4
"2576",2576,"white","age.gp4","NoTr","NoTrade","Group",5,0,1,0,4,1,3,1,1,4,0,5,3,2
"2577",2577,"white","age.gp4","NoTr","NoTrade","Group",17,1,5,5,6,1,15,1,6,11,1,16,16,1
"2578",2578,"white","age.gp4","NoTr","NoTrade","Group",14,0,4,1,9,1,12,1,6,8,0,14,10,4
"2579",2579,"white","age.gp4","NoTr","NoTrade","Group",15,1,2,4,8,1,13,1,4,11,3,12,13,2
"2580",2580,"white","age.gp4","NoTr","NoTrade","Group",11,1,0,1,9,0,11,0,3,8,1,10,7,4
"2581",2581,"white","age.gp4","NoTr","NoTrade","Group",3,0,1,1,1,1,2,0,2,1,1,2,2,1
"2582",2582,"white","age.gp4","NoTr","NoTrade","Group",17,0,4,4,9,2,14,1,9,8,2,15,12,5
"2583",2583,"white","age.gp4","NoTr","NoTrade","Group",6,1,0,1,4,0,6,0,4,2,0,6,5,1
"2584",2584,"white","age.gp4","NoTr","NoTrade","Group",13,2,3,3,5,1,10,2,1,12,1,12,7,6
"2585",2585,"white","age.gp4","NoTr","NoTrade","Group",10,0,2,3,5,2,8,0,5,5,1,9,6,4
"2586",2586,"white","age.gp4","NoTr","NoTrade","Group",12,0,2,3,7,1,11,0,7,5,0,12,8,4
"2587",2587,"white","age.gp4","NoTr","NoTrade","Group",11,0,1,2,8,0,11,0,5,6,0,11,10,1
"2588",2588,"white","age.gp4","NoTr","NoTrade","Group",11,1,2,2,6,2,9,0,3,8,2,9,8,3
"2589",2589,"white","age.gp4","NoTr","NoTrade","Group",9,0,3,2,4,1,8,0,5,4,1,8,6,3
"2590",2590,"white","age.gp4","NoTr","NoTrade","Group",12,0,4,2,6,2,10,0,5,7,0,12,7,5
"2591",2591,"white","age.gp3","NoTr","NoTrade","Group",13,2,6,3,2,2,8,3,6,7,1,12,8,5
"2592",2592,"white","age.gp3","NoTr","NoTrade","Group",20,0,12,6,2,2,16,2,12,8,1,19,14,6
"2593",2593,"white","age.gp3","NoTr","NoTrade","Group",21,1,9,7,4,0,18,3,11,10,1,20,17,4
"2594",2594,"white","age.gp3","NoTr","NoTrade","Group",21,0,9,6,6,3,15,3,8,13,1,20,14,7
"2595",2595,"white","age.gp3","NoTr","NoTrade","Group",13,3,5,3,2,1,10,2,3,10,3,10,11,2
"2596",2596,"white","age.gp3","NoTr","NoTrade","Group",20,3,9,5,3,1,14,5,5,15,2,18,15,5
"2597",2597,"white","age.gp3","NoTr","NoTrade","Group",20,5,8,3,4,0,19,1,13,7,0,20,14,6
"2598",2598,"white","age.gp3","NoTr","NoTrade","Group",20,2,7,6,5,1,16,3,8,12,0,20,9,11
"2599",2599,"white","age.gp3","NoTr","NoTrade","Group",18,3,6,4,5,0,18,0,9,9,1,17,14,4
"2600",2600,"white","age.gp3","NoTr","NoTrade","Group",17,1,8,4,4,0,16,1,9,8,0,17,12,5
"2601",2601,"white","age.gp3","NoTr","NoTrade","Group",10,2,6,1,1,1,7,2,6,4,0,10,8,2
"2602",2602,"white","age.gp3","NoTr","NoTrade","Group",22,4,7,6,5,0,21,1,12,10,2,20,17,5
"2603",2603,"white","age.gp3","NoTr","NoTrade","Group",17,1,10,3,3,0,16,1,7,10,1,16,14,3
"2604",2604,"white","age.gp3","NoTr","NoTrade","Group",20,2,9,5,4,2,17,1,8,12,2,18,13,7
"2605",2605,"white","age.gp3","NoTr","NoTrade","Group",23,3,10,5,5,4,19,0,11,12,1,22,18,5
"2606",2606,"black","age.gp2","NoTr","NoTrade","Group",20,1,8,5,6,10,8,2,5,15,2,18,8,12
"2607",2607,"black","age.gp2","NoTr","NoTrade","Group",26,0,18,2,6,12,10,4,9,17,2,24,14,12
"2608",2608,"black","age.gp2","NoTr","NoTrade","Group",13,2,5,4,2,8,3,2,2,11,1,12,7,6
"2609",2609,"black","age.gp2","NoTr","NoTrade","Group",26,4,13,5,4,12,10,4,8,18,3,23,17,9
"2610",2610,"black","age.gp2","NoTr","NoTrade","Group",22,2,8,5,7,11,10,1,5,17,1,21,13,9
"2611",2611,"white","age.gp4","NoTr","NoTrade","NoGroup",7,0,2,1,4,0,7,0,3,4,1,6,6,1
"2612",2612,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,1,0,0,1,1,0
"2613",2613,"white","age.gp4","NoTr","NoTrade","NoGroup",4,0,1,0,3,0,4,0,0,4,0,4,3,1
"2614",2614,"white","age.gp4","NoTr","NoTrade","NoGroup",5,0,4,1,0,0,5,0,2,3,0,5,5,0
"2615",2615,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,0,1,1,0,0,1,0,1
"2616",2616,"white","age.gp4","NoTr","NoTrade","NoGroup",1,1,0,0,0,0,0,1,1,0,0,1,0,1
"2617",2617,"white","age.gp4","NoTr","NoTrade","NoGroup",5,0,0,2,3,3,2,0,2,3,0,5,2,3
"2618",2618,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"2619",2619,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,1,0,0,1,1,0
"2620",2620,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"2621",2621,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0
"2622",2622,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,0,1
"2623",2623,"white","age.gp4","NoTr","NoTrade","NoGroup",6,0,3,1,2,0,5,1,3,3,0,6,1,5
"2624",2624,"white","age.gp4","NoTr","NoTrade","NoGroup",2,0,1,0,1,0,2,0,1,1,0,2,2,0
"2625",2625,"white","age.gp4","NoTr","NoTrade","NoGroup",3,0,3,0,0,0,2,1,1,2,0,3,2,1
"2626",2626,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,0,1,1,0,1,0
"2627",2627,"white","age.gp4","NoTr","NoTrade","NoGroup",3,0,2,0,1,0,2,1,1,2,0,3,1,2
"2628",2628,"white","age.gp4","NoTr","NoTrade","NoGroup",6,0,1,0,5,1,5,0,3,3,0,6,5,1
"2629",2629,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,0,1,0,1,1,0
"2630",2630,"white","age.gp4","NoTr","NoTrade","NoGroup",2,0,1,0,1,0,2,0,1,1,0,2,2,0
"2631",2631,"white","age.gp4","NoTr","NoTrade","NoGroup",2,0,0,1,1,0,2,0,1,1,0,2,1,1
"2632",2632,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,0,1,0,1,0,1
"2633",2633,"white","age.gp4","NoTr","NoTrade","NoGroup",9,0,2,3,4,0,9,0,4,5,0,9,7,2
"2634",2634,"white","age.gp4","NoTr","NoTrade","NoGroup",5,0,3,0,2,0,4,1,2,3,0,5,1,4
"2635",2635,"white","age.gp4","NoTr","NoTrade","NoGroup",3,0,1,0,2,0,3,0,2,1,0,3,2,1
"2636",2636,"white","age.gp4","NoTr","NoTrade","NoGroup",7,0,3,2,2,0,7,0,1,6,0,7,4,3
"2637",2637,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,0,1,0,1,0,1
"2638",2638,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,0,1
"2639",2639,"white","age.gp4","NoTr","NoTrade","NoGroup",1,1,0,0,0,0,1,0,0,1,0,1,0,1
"2640",2640,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0
"2641",2641,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"2642",2642,"white","age.gp4","NoTr","NoTrade","NoGroup",7,0,2,1,4,0,6,1,4,3,0,7,6,1
"2643",2643,"white","age.gp1","NoTr","NoTrade","NoGroup",10,8,1,1,0,1,6,3,3,7,0,10,3,7
"2644",2644,"white","age.gp1","NoTr","NoTrade","NoGroup",14,9,4,0,1,1,7,6,4,10,1,13,4,10
"2645",2645,"white","age.gp1","NoTr","NoTrade","NoGroup",4,2,2,0,0,1,2,1,1,3,0,4,2,2
"2646",2646,"white","age.gp1","NoTr","NoTrade","NoGroup",13,5,2,5,1,0,11,2,5,8,1,12,9,4
"2647",2647,"white","age.gp1","NoTr","NoTrade","NoGroup",7,4,2,0,1,0,4,3,3,4,2,5,3,4
"2648",2648,"white","age.gp2","NoTr","NoTrade","Group",17,0,8,5,4,1,14,2,8,9,1,16,14,3
"2649",2649,"white","age.gp2","NoTr","NoTrade","Group",17,2,11,3,1,2,14,1,6,11,1,16,11,6
"2650",2650,"white","age.gp2","NoTr","NoTrade","Group",14,0,8,1,5,2,12,0,6,8,1,13,9,5
"2651",2651,"white","age.gp2","NoTr","NoTrade","Group",23,3,11,4,5,0,20,3,12,11,4,19,16,7
"2652",2652,"white","age.gp2","NoTr","NoTrade","Group",21,0,14,5,2,2,18,1,10,11,1,20,13,8
"2653",2653,"black","age.gp1","NoTr","NoTrade","NoGroup",8,8,0,0,0,3,3,2,6,2,3,5,4,4
"2654",2654,"black","age.gp1","NoTr","NoTrade","NoGroup",9,4,1,1,3,5,3,1,3,6,2,7,4,5
"2655",2655,"black","age.gp1","NoTr","NoTrade","NoGroup",2,1,1,0,0,1,1,0,0,2,0,2,1,1
"2656",2656,"black","age.gp1","NoTr","NoTrade","NoGroup",6,2,1,0,3,5,1,0,2,4,0,6,3,3
"2657",2657,"black","age.gp1","NoTr","NoTrade","NoGroup",9,2,2,4,1,5,4,0,2,7,1,8,5,4
"2658",2658,"white","age.gp2","NoTr","NoTrade","Group",22,2,12,6,2,2,18,2,7,15,1,21,17,5
"2659",2659,"white","age.gp2","NoTr","NoTrade","Group",29,1,15,7,6,5,22,2,11,18,1,28,15,14
"2660",2660,"white","age.gp2","NoTr","NoTrade","Group",21,2,8,7,4,2,18,1,6,15,2,19,14,7
"2661",2661,"white","age.gp2","NoTr","NoTrade","Group",25,1,10,11,3,2,23,0,7,18,0,25,18,7
"2662",2662,"white","age.gp2","NoTr","NoTrade","Group",20,2,6,9,3,3,16,1,7,13,1,19,11,9
"2663",2663,"white","age.gp3","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0
"2664",2664,"white","age.gp3","NoTr","NoTrade","NoGroup",14,3,6,3,2,2,11,1,8,6,0,14,7,7
"2665",2665,"white","age.gp3","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,0,1,0,1,1,0
"2666",2666,"white","age.gp3","NoTr","NoTrade","NoGroup",10,1,3,3,3,1,8,1,5,5,0,10,6,4
"2667",2667,"white","age.gp3","NoTr","NoTrade","NoGroup",9,0,3,2,4,3,6,0,3,6,1,8,8,1
"2668",2668,"white","age.gp3","NoTr","NoTrade","NoGroup",12,1,6,3,2,3,8,1,1,11,1,11,7,5
"2669",2669,"white","age.gp3","NoTr","NoTrade","NoGroup",9,2,2,2,3,0,8,1,4,5,0,9,5,4
"2670",2670,"white","age.gp3","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0
"2671",2671,"white","age.gp3","NoTr","NoTrade","NoGroup",11,0,4,3,4,0,10,1,5,6,0,11,6,5
"2672",2672,"white","age.gp3","NoTr","NoTrade","NoGroup",10,0,6,1,3,1,9,0,4,6,0,10,6,4
"2673",2673,"white","age.gp3","NoTr","NoTrade","NoGroup",13,3,6,3,1,0,11,2,7,6,1,12,10,3
"2674",2674,"white","age.gp3","NoTr","NoTrade","NoGroup",9,1,3,2,3,0,9,0,4,5,0,9,7,2
"2675",2675,"white","age.gp3","NoTr","NoTrade","NoGroup",9,1,3,5,0,1,7,1,3,6,1,8,7,2
"2676",2676,"white","age.gp3","NoTr","NoTrade","NoGroup",10,1,5,3,1,1,8,1,5,5,1,9,7,3
"2677",2677,"white","age.gp3","NoTr","NoTrade","NoGroup",7,0,3,1,3,0,7,0,1,6,2,5,5,2
"2678",2678,"black","age.gp3","NoTr","NoTrade","NoGroup",4,2,1,0,1,2,0,2,1,3,1,3,2,2
"2679",2679,"black","age.gp3","NoTr","NoTrade","NoGroup",4,0,3,1,0,1,2,1,3,1,0,4,3,1
"2680",2680,"black","age.gp3","NoTr","NoTrade","NoGroup",6,1,3,2,0,2,1,3,3,3,0,6,2,4
"2681",2681,"black","age.gp3","NoTr","NoTrade","NoGroup",3,1,1,0,1,1,2,0,1,2,0,3,1,2
"2682",2682,"black","age.gp3","NoTr","NoTrade","NoGroup",11,0,3,3,5,5,6,0,4,7,2,9,8,3
"2683",2683,"black","age.gp3","NoTr","NoTrade","NoGroup",6,1,2,2,1,4,2,0,0,6,2,4,2,4
